STRUCTURE,STRUCTURE_ID,ACTION,FREQ,ADJUSTMENT,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,ACCOUNTING_ENTRY,STO,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICES,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,COMMENT_OBS,EMBARGO_DATE,REF_PERIOD_DETAIL,REPYEARSTART,REPYEAREND,TIME_FORMAT,TIME_PER_COLLECT,REF_YEAR_PRICE,DECIMALS,TABLE_IDENTIFIER,TITLE,TITLE_COMPL,UNIT_MULT,LAST_UPDATE,COMPILING_ORG,COMMENT_DSET,COMMENT_TS,PRE_BREAK_VALUE,DATA_COMP,Currency,DISS_ORG
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2029,33.068,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2000,11.785,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2001,12.283,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2002,12.664,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2003,13.244,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2004,13.725,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2005,14.698,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2006,16,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2007,17.012,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2008,17.987,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2009,17.602,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2010,18.448,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2011,20.284,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2012,21.386,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2013,21.991,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2014,22.593,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2015,23.438,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2016,24.191,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2017,24.979,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2018,26.021,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2019,26.881,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2020,24.921,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2021,29.043,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2022,31.989,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2023,34.016,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2024,35.848,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2025,37.843,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2026,39.598,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2027,41.434,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2028,43.383,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2029,45.446,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2000,11.785,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2001,12.283,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2002,12.664,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2003,13.244,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2004,13.725,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2005,14.698,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2006,16,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2007,17.012,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2008,17.987,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2009,17.602,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2010,18.448,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2011,20.284,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2012,21.386,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2013,21.991,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2014,22.593,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2015,23.438,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2016,24.191,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2017,24.979,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2018,26.021,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2019,26.881,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2020,24.921,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2021,29.043,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2022,31.989,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2023,34.016,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2024,35.848,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2025,37.843,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2026,39.598,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2027,41.434,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2028,43.383,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,USD,V,N,2029,45.446,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2000,11.785,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2001,12.283,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2002,12.664,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2003,13.244,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2004,13.725,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2005,14.698,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2006,16,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2007,17.012,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2008,17.987,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2009,17.602,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2010,18.448,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2011,20.284,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2012,21.386,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2013,21.991,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2014,22.593,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2015,23.438,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2016,24.191,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2017,24.979,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2018,26.021,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2019,26.881,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2020,24.921,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2021,29.043,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2022,31.989,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2023,34.016,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2024,35.848,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2025,37.843,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2026,39.598,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2027,41.434,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2028,43.383,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,SLV,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2029,45.446,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2000,1601.972,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2001,2563.525,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2002,3066.516,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2003,3509.794,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2004,4576.463,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2005,4952.196,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2006,5274.146,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2007,6080.147,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2008,7162.359,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2009,7258.575,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2010,6610.808,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2011,7042.092,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2012,7627.49,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2013,7312.232,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2014,7342.582,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2015,6673.67,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2016,6085.291,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2017,5740.407,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2018,5382.404,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2019,5087.35,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2020,4843.611,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2021,4885.279,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2022,5066.817,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2023,4750.231,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2024,5026.224,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2025,4783.01,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2026,4840.326,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2027,4866.226,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2028,4669.748,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,Q,N,2029,4806.326,p,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2000,822.85,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2001,1225.982,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2002,1436.746,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2003,2165.051,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2004,3130.998,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2005,4316.629,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2006,5274.146,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2007,6264.841,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2008,8844.107,e,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,ECA-NA-SDMX-00x00,I,A,N,GNQ,_Z,S1,S1,B,B1GQ,_Z,_Z,_Z,XDC,V,N,2009,7095.919,e,,,,,,,,,,,,,,,,,,,,,,
